oui,isPrivate,companyName,companyAddress,countryCode,assignmentBlockSize,dateCreated,dateUpdated
D4:9F:29,0,"Fiberhome Telecommunication Technologies Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:9F:DD,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:9F:F9,0,Earda Technologies co Ltd,,,MA-L,2026-07-05,2026-07-05
D4:A0:2A,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:A1:48,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A2:3D,0,"New H3C Technologies Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A2:54,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A2:CD,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
D4:A3:3D,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:A3:65,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
D4:A3:8B,0,"Ele(Group)Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A3:EB,0,"Shenzhen iComm Semiconductor CO.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:A4:25,0,"SMAX Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:A4:99,0,InView Technology Corporation,,,MA-L,2026-07-05,2026-07-05
D4:A5:B4,0,"Hengji Jiaye (Hangzhou) Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A6:51,0,Tuya Smart Inc.,,,MA-L,2026-07-05,2026-07-05
D4:A7:EA,0,Solar76,,,MA-L,2026-07-05,2026-07-05
D4:A9:23,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:A9:28,0,GreenWave Reality Inc,,,MA-L,2026-07-05,2026-07-05
D4:AA:FF,0,Micro World,,,MA-L,2026-07-05,2026-07-05
D4:AB:61,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D4:AB:82,0,Commscope,,,MA-L,2026-07-05,2026-07-05
D4:AB:CD,0,"Hui Zhou Gaoshengda Technology Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:AC:4E,0,"BODi rS, LLC",,,MA-L,2026-07-05,2026-07-05
D4:AD:20,0,Jinan USR IOT Technology Limited,,,MA-L,2026-07-05,2026-07-05
D4:AD:2D,0,"Fiberhome Telecommunication Technologies Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:AD:71,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:AD:BD,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:AD:FC,0,Shenzhen Intellirocks Tech. Co. Ltd.,,,MA-L,2026-07-05,2026-07-05
D4:AE:05,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:AE:52,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
D4:AF:F7,0,Arista Networks,,,MA-L,2026-07-05,2026-07-05
D4:B1:10,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:B1:69,0,Le Shi Zhi Xin Electronic Technology (Tianjin) Limited,,,MA-L,2026-07-05,2026-07-05
D4:B2:7A,0,Commscope,,,MA-L,2026-07-05,2026-07-05
D4:B4:3E,0,Messcomp Datentechnik GmbH,,,MA-L,2026-07-05,2026-07-05
D4:B4:C0,0,"Fortinet, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:B5:CD,0,Sagemcom Broadband SAS,,,MA-L,2026-07-05,2026-07-05
D4:B6:80,0,"Shanghai Linkyum Microeletronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:B6:C9,0,Nokia,,,MA-L,2026-07-05,2026-07-05
D4:B7:09,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D4:B7:61,0,"Sichuan AI-Link Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:B7:D0,0,Ciena Corporation,,,MA-L,2026-07-05,2026-07-05
D4:B8:FF,0,Home Control Singapore Pte Ltd,,,MA-L,2026-07-05,2026-07-05
D4:B9:2F,0,Vantiva USA LLC,,,MA-L,2026-07-05,2026-07-05
D4:BA:FA,0,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:BB:C8,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:BB:E6,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:BD:1E,0,"5VT Technologies,Taiwan LTd.",,,MA-L,2026-07-05,2026-07-05
D4:BD:4F,0,Ruckus Wireless,,,MA-L,2026-07-05,2026-07-05
D4:BE:D7,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
D4:BE:D9,0,Dell Inc.,,,MA-L,2026-07-05,2026-07-05
D4:BE:DC,0,"Roku, Inc",,,MA-L,2026-07-05,2026-07-05
D4:BF:2D,0,SE Controls Asia Pacific Ltd,,,MA-L,2026-07-05,2026-07-05
D4:BF:7F,0,Upvel,,,MA-L,2026-07-05,2026-07-05
D4:C1:9E,0,Ruckus Wireless,,,MA-L,2026-07-05,2026-07-05
D4:C1:A8,0,"KYKXCOM Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:C1:C8,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D4:C1:FC,0,Nokia Corporation,,,MA-L,2026-07-05,2026-07-05
D4:C3:B0,0,Gearlinx Pty Ltd,,,MA-L,2026-07-05,2026-07-05
D4:C7:66,0,Acentic GmbH,,,MA-L,2026-07-05,2026-07-05
D4:C8:B0,0,Prime Electronics & Satellitics Inc.,,,MA-L,2026-07-05,2026-07-05
D4:C9:3C,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:C9:4B,0,"Motorola Mobility LLC, a Lenovo Company",,,MA-L,2026-07-05,2026-07-05
D4:C9:B2,0,Quanergy Solutions Inc,,,MA-L,2026-07-05,2026-07-05
D4:C9:EF,0,Hewlett Packard,,,MA-L,2026-07-05,2026-07-05
D4:CA:6D,0,Routerboard.com,,,MA-L,2026-07-05,2026-07-05
D4:CA:6E,0,u-blox AG,,,MA-L,2026-07-05,2026-07-05
D4:CB:AF,0,Nokia Corporation,,,MA-L,2026-07-05,2026-07-05
D4:CB:CC,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:CE:40,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:CE:B8,0,Enatel LTD,,,MA-L,2026-07-05,2026-07-05
D4:CF:37,0,Symbolic IO,,,MA-L,2026-07-05,2026-07-05
D4:CF:F9,0,"Shenzhen SEI Robotics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:D1:84,0,ADB Broadband Italia,,,MA-L,2026-07-05,2026-07-05
D4:D2:49,0,Power Ethernet,,,MA-L,2026-07-05,2026-07-05
D4:D2:52,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D4:D2:D6,0,Fn-Link Technology Limited,,,MA-L,2026-07-05,2026-07-05
D4:D2:E5,0,BKAV Corporation,,,MA-L,2026-07-05,2026-07-05
D4:D4:DA,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
D4:D5:0D,0,"Southwest Microwave, Inc",,,MA-L,2026-07-05,2026-07-05
D4:D5:1B,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:D6:59,0,"Meta Platforms, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:D6:DF,0,TP-Link Systems Inc.,,,MA-L,2026-07-05,2026-07-05
D4:D7:48,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:D7:A9,0,Shanghai Kaixiang Info Tech LTD,,,MA-L,2026-07-05,2026-07-05
D4:D7:CF,0,"Realme Chongqing Mobile Telecommunications Corp.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:D8:53,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D4:D8:92,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:D8:98,0,"Korea CNO Tech Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:D9:19,0,GoPro,,,MA-L,2026-07-05,2026-07-05
D4:DA:21,0,"Beijing Xiaomi Mobile Software Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:DA:CD,0,Sky Uk Limited,,,MA-L,2026-07-05,2026-07-05
D4:DC:09,0,"Mist Systems, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:DC:85,0,Edgecore Americas Networking Corporation,,,MA-L,2026-07-05,2026-07-05
D4:DC:CD,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:DD:0B,0,Wavetel Technology Limited,,,MA-L,2026-07-05,2026-07-05
D4:DF:57,0,Alpinion Medical Systems,,,MA-L,2026-07-05,2026-07-05
D4:E0:53,0,Hewlett Packard Enterprise,,,MA-L,2026-07-05,2026-07-05
D4:E0:8E,0,ValueHD Corporation,,,MA-L,2026-07-05,2026-07-05
D4:E2:2F,0,"Roku, Inc",,,MA-L,2026-07-05,2026-07-05
D4:E2:CB,0,Vantiva USA LLC,,,MA-L,2026-07-05,2026-07-05
D4:E3:2C,0,S. Siedle & Sohne,,,MA-L,2026-07-05,2026-07-05
D4:E3:3F,0,Nokia,,,MA-L,2026-07-05,2026-07-05
D4:E3:C5,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D4:E4:C3,0,Ciena Corporation,,,MA-L,2026-07-05,2026-07-05
D4:E5:C9,0,Senao Networks Inc.,,,MA-L,2026-07-05,2026-07-05
D4:E6:B7,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:E8:53,0,"Hangzhou Hikvision Digital Technology Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:E8:80,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:E8:B2,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:E9:0B,0,"Cvt Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:E9:5E,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
D4:E9:8A,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D4:E9:F4,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
D4:EA:0E,0,Avaya Inc,,,MA-L,2026-07-05,2026-07-05
D4:EB:68,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D4:EC:0C,0,Harley-Davidson Motor Company,,,MA-L,2026-07-05,2026-07-05
D4:EC:86,0,"LinkedHope Intelligent Technologies Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:EC:AB,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:EE:07,0,"HIWIFI Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:EE:DE,0,"Sichuan Tianyi Comheart Telecom Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:F0:27,0,Trust Power Ltd.,,,MA-L,2026-07-05,2026-07-05
D4:F0:4A,0,Sky Uk Limited,,,MA-L,2026-07-05,2026-07-05
D4:F0:57,0,"Nintendo Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:F0:B4,0,Napco Security Technologies,,,MA-L,2026-07-05,2026-07-05
D4:F0:C9,0,KYOCERA Document Solutions Inc.,,,MA-L,2026-07-05,2026-07-05
D4:F0:EA,0,"Beijing Xiaomi Mobile Software Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D4:F1:43,0,"IPROAD.,Inc",,,MA-L,2026-07-05,2026-07-05
D4:F2:07,0,"DIAODIAO(Beijing)Technology CO.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:F2:42,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:F3:2D,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D4:F3:37,0,Xunison Ltd.,,,MA-L,2026-07-05,2026-07-05
D4:F4:6F,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:F4:BE,0,Palo Alto Networks,,,MA-L,2026-07-05,2026-07-05
D4:F5:13,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
D4:F5:27,0,Siemens Ag,,,MA-L,2026-07-05,2026-07-05
D4:F5:47,0,"Google, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:F5:EF,0,Hewlett Packard Enterprise,,,MA-L,2026-07-05,2026-07-05
D4:F6:3F,0,Iea S.R.L.,,,MA-L,2026-07-05,2026-07-05
D4:F7:56,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D4:F7:86,0,"Fiberhome Telecommunication Technologies Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:F7:D5,0,Sony Interactive Entertainment Inc.,,,MA-L,2026-07-05,2026-07-05
D4:F8:29,0,Sagemcom Broadband SAS,,,MA-L,2026-07-05,2026-07-05
D4:F9:21,0,"Qingdao Intelligent&Precise Electronics Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D4:F9:8D,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
D4:F9:A1,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D4:FB:8E,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:FC:13,0,"Fiberhome Telecommunication Technologies Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D4:FE:28,0,Silicon Laboratories,,,MA-L,2026-07-05,2026-07-05
D4:FF:1A,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D4:FF:26,0,Ohsung,,,MA-L,2026-07-05,2026-07-05
D8:00:4D,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:00:93,0,Aurender Inc.,,,MA-L,2026-07-05,2026-07-05
D8:01:D0,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:01:EB,0,Infinity Electronics Ltd,,,MA-L,2026-07-05,2026-07-05
D8:02:8A,0,"Shenzhen YOUHUA Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D8:02:C0,0,"Extreme Networks, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:03:1A,0,"Ezurio, LLC",,,MA-L,2026-07-05,2026-07-05
D8:03:2A,0,Commtact Ltd,,,MA-L,2026-07-05,2026-07-05
D8:05:2E,0,Skyviia Corporation,,,MA-L,2026-07-05,2026-07-05
D8:06:D1,0,"Honeywell Fire System (Shanghai) Co,. Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:06:F3,0,Arista Networks,,,MA-L,2026-07-05,2026-07-05
D8:07:B6,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:08:31,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:08:F5,0,Arcadia Networks Co. Ltd.,,,MA-L,2026-07-05,2026-07-05
D8:09:4E,0,Active Brains,,,MA-L,2026-07-05,2026-07-05
D8:09:7F,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D8:09:C3,0,Cercacor Labs,,,MA-L,2026-07-05,2026-07-05
D8:09:D6,0,"Zexelon Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0A:42,0,"Shanghai Lixun Information Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0A:60,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:0A:E6,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D8:0B:9A,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:0B:CB,0,"Telink Semiconductor (Shanghai) Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0C:CF,0,C.G.V. S.A.S.,,,MA-L,2026-07-05,2026-07-05
D8:0D:17,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0D:E3,0,Fxi Technologies As,,,MA-L,2026-07-05,2026-07-05
D8:0E:29,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0F:99,0,"Hon Hai Precision Ind. Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:0F:B5,0,Shenzhen Ultraeasy Technology Co Ltd,,,MA-L,2026-07-05,2026-07-05
D8:10:68,0,"Murata Manufacturing Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:10:9F,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:10:CB,0,Andrea Informatique,,,MA-L,2026-07-05,2026-07-05
D8:12:65,0,"Chongqing Fugui Electronics Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:13:2A,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
D8:13:99,0,"Hui Zhou Gaoshengda Technology Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D8:14:D6,0,SURE SYSTEM Co Ltd,,,MA-L,2026-07-05,2026-07-05
D8:14:DF,0,"TCL King Electrical Appliances (Huizhou) Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D8:15:0D,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:16:0A,0,Nippon Electro-Sensory Devices,,,MA-L,2026-07-05,2026-07-05
D8:16:C1,0,Dewav (Hk) Electronics Limited,,,MA-L,2026-07-05,2026-07-05
D8:18:2B,0,Conti Temic Microelectronic GmbH,,,MA-L,2026-07-05,2026-07-05
D8:18:D3,0,Juniper Networks,,,MA-L,2026-07-05,2026-07-05
D8:19:09,0,Wiwynn Technology Service Malaysia,,,MA-L,2026-07-05,2026-07-05
D8:19:7A,0,Nuheara Ltd,,,MA-L,2026-07-05,2026-07-05
D8:19:CE,0,Telesquare,,,MA-L,2026-07-05,2026-07-05
D8:1B:B5,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:1B:FE,0,Twinlinx Corporation,,,MA-L,2026-07-05,2026-07-05
D8:1C:14,0,"Compacta International, Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:1C:79,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:1D:13,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
D8:1D:72,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:1E:DD,0,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:1E:DE,0,B&W Group Ltd,,,MA-L,2026-07-05,2026-07-05
D8:1F:12,0,Tuya Smart Inc.,,,MA-L,2026-07-05,2026-07-05
D8:1F:65,0,Private,,,MA-L,2026-07-05,2026-07-05
D8:1F:CC,0,Brocade Communications Systems LLC,,,MA-L,2026-07-05,2026-07-05
D8:20:9F,0,Cubro Acronet GesmbH,,,MA-L,2026-07-05,2026-07-05
D8:20:A2,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:21:DA,0,Sernet (Suzhou) Technologies Corporation,,,MA-L,2026-07-05,2026-07-05
D8:22:F4,0,Avnet Silica,,,MA-L,2026-07-05,2026-07-05
D8:23:E0,0,Speedtech Corp.,,,MA-L,2026-07-05,2026-07-05
D8:24:77,0,Universal Electric Corporation,,,MA-L,2026-07-05,2026-07-05
D8:24:BD,0,"Cisco Systems, Inc",,,MA-L,2026-07-05,2026-07-05
D8:24:EC,0,Plenom A/S,,,MA-L,2026-07-05,2026-07-05
D8:25:22,0,Commscope,,,MA-L,2026-07-05,2026-07-05
D8:25:B0,0,"Rockeetech Systems Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:25:DF,0,Came Uk,,,MA-L,2026-07-05,2026-07-05
D8:26:B9,0,"Guangdong Coagent Electronics S&T Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:26:D3,0,eero inc.,,,MA-L,2026-07-05,2026-07-05
D8:26:FA,0,"Jiangxi Zhentian Technology CO.,LTD",,,MA-L,2026-07-05,2026-07-05
D8:27:0C,0,"MaxTronic International Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:28:C9,0,General Electric Consumer and Industrial,,,MA-L,2026-07-05,2026-07-05
D8:29:16,0,Ascent Communication Technology,,,MA-L,2026-07-05,2026-07-05
D8:29:18,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:29:86,0,Best Wish Technology LTD,,,MA-L,2026-07-05,2026-07-05
D8:29:F8,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:2A:15,0,Leitner SpA,,,MA-L,2026-07-05,2026-07-05
D8:2A:7E,0,Nokia Corporation,,,MA-L,2026-07-05,2026-07-05
D8:2D:40,0,Janz - Contagem e Gestão de Fluídos S.A.,,,MA-L,2026-07-05,2026-07-05
D8:2D:9B,0,"Shenzhen G.Credit Communication Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D8:2D:E1,0,Tricascade Inc.,,,MA-L,2026-07-05,2026-07-05
D8:2F:E6,0,"Zhejiang Tmall Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:30:62,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:31:2C,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D8:31:34,0,"Roku, Inc",,,MA-L,2026-07-05,2026-07-05
D8:31:39,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D8:31:CF,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:32:14,0,"Tenda Technology Co.,Ltd.Dongguan branch",,,MA-L,2026-07-05,2026-07-05
D8:32:5A,0,"Shenzhen YOUHUA Technology Co., Ltd",,,MA-L,2026-07-05,2026-07-05
D8:32:E3,0,Xiaomi Communications Co Ltd,,,MA-L,2026-07-05,2026-07-05
D8:33:2A,0,"Ruijie Networks Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D8:33:7F,0,"Office FA.com Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:33:B7,0,Sagemcom Broadband SAS,,,MA-L,2026-07-05,2026-07-05
D8:34:1C,0,"GD Midea Air-Conditioning Equipment Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:34:D1,0,"Shenzhen Orange Digital Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:34:EE,0,Shure Incorporated,,,MA-L,2026-07-05,2026-07-05
D8:36:5F,0,Intelbras,,,MA-L,2026-07-05,2026-07-05
D8:37:3B,0,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:37:BE,0,"Shenzhen Gongjin Electronics Co.,Lt",,,MA-L,2026-07-05,2026-07-05
D8:38:0D,0,"SHENZHEN IP-COM Network Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:38:FC,0,Ruckus Wireless,,,MA-L,2026-07-05,2026-07-05
D8:3A:36,0,AltoBeam Inc.,,,MA-L,2026-07-05,2026-07-05
D8:3A:DD,0,Raspberry Pi Trading Ltd,,,MA-L,2026-07-05,2026-07-05
D8:3A:F5,0,Wideband Labs LLC,,,MA-L,2026-07-05,2026-07-05
D8:3B:BF,0,Intel Corporate,,,MA-L,2026-07-05,2026-07-05
D8:3B:DA,0,Espressif Inc.,,,MA-L,2026-07-05,2026-07-05
D8:3C:69,0,Shenzhen TINNO Mobile Technology Corp.,,,MA-L,2026-07-05,2026-07-05
D8:3D:3F,0,JOYNED GmbH,,,MA-L,2026-07-05,2026-07-05
D8:3D:CC,0,"shenzhen UDD Technologies,co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:3E:EB,0,AltoBeam Inc.,,,MA-L,2026-07-05,2026-07-05
D8:3E:EF,0,Coosea Group (Hk) Company Limited,,,MA-L,2026-07-05,2026-07-05
D8:40:08,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:42:AC,0,"Shanghai Feixun Communication Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:42:E2,0,"Canary Connect, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:42:F7,0,"Tozed Kangwei Tech Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:43:AE,0,"Micro-Star INTL CO., LTD.",,,MA-L,2026-07-05,2026-07-05
D8:43:EA,0,SY Electronics Ltd,,,MA-L,2026-07-05,2026-07-05
D8:43:ED,0,Suzuken,,,MA-L,2026-07-05,2026-07-05
D8:44:5C,0,DEV Tecnologia Ind Com Man Eq LTDA,,,MA-L,2026-07-05,2026-07-05
D8:44:89,0,TP-Link Systems Inc,,,MA-L,2026-07-05,2026-07-05
D8:45:2B,0,Integrated Device Technology (Malaysia) Sdn. Bhd.,,,MA-L,2026-07-05,2026-07-05
D8:45:67,0,Tecno Mobile Limited,,,MA-L,2026-07-05,2026-07-05
D8:46:06,0,Silicon Valley Global Marketing,,,MA-L,2026-07-05,2026-07-05
D8:46:CE,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:47:10,0,Sichuan Changhong Electric Ltd.,,,MA-L,2026-07-05,2026-07-05
D8:47:32,0,"Tp-Link Technologies Co.,Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:47:8F,0,Microchip Technology Inc.,,,MA-L,2026-07-05,2026-07-05
D8:47:BB,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:48:EE,0,"Hangzhou Xueji Technology Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:49:0B,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:49:2F,0,Canon Inc.,,,MA-L,2026-07-05,2026-07-05
D8:49:BF,0,Celestica Inc.,,,MA-L,2026-07-05,2026-07-05
D8:4A:2B,0,zte corporation,,,MA-L,2026-07-05,2026-07-05
D8:4A:83,0,"vivo Mobile Communication Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:4A:87,0,"Oi Electric Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:4B:2A,0,"Cognitas Technologies, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:4C:90,0,"Apple, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:4D:B9,0,"Wu Qi Technologies,Inc.",,,MA-L,2026-07-05,2026-07-05
D8:4F:37,0,"Proxis, spol. s r.o.",,,MA-L,2026-07-05,2026-07-05
D8:4F:B8,0,Lg Electronics,,,MA-L,2026-07-05,2026-07-05
D8:50:A1,0,"Hunan Danuo Technology Co.,LTD",,,MA-L,2026-07-05,2026-07-05
D8:50:E6,0,ASUSTek COMPUTER INC.,,,MA-L,2026-07-05,2026-07-05
D8:52:FA,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
D8:53:9A,0,Juniper Networks,,,MA-L,2026-07-05,2026-07-05
D8:53:AD,0,Cisco Meraki,,,MA-L,2026-07-05,2026-07-05
D8:53:BC,0,"Lenovo Information Products (Shenzhen)Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:54:37,0,"Huawei Technologies Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
D8:54:3A,0,Texas Instruments,,,MA-L,2026-07-05,2026-07-05
D8:54:82,0,"Oxit, LLC",,,MA-L,2026-07-05,2026-07-05
D8:54:A2,0,"Extreme Networks, Inc.",,,MA-L,2026-07-05,2026-07-05
D8:54:F2,0,"Huawei Device Co., Ltd.",,,MA-L,2026-07-05,2026-07-05
D8:55:75,0,"Samsung Electronics Co.,Ltd",,,MA-L,2026-07-05,2026-07-05
